FeatureCode,DateCode,Measurement,Units,Value,Greenhouse gas source sector,Pollutant
S92000003,2015,Count,Mt Co2Equiv,0.091584026,Energy Supply,N2O
S92000003,2007,Count,Mt Co2Equiv,0.10812652,Energy Supply,N2O
S92000003,2012,Count,Mt Co2Equiv,0.104390643,Energy Supply,N2O
S92000003,2001,Count,Mt Co2Equiv,0.001613651,Public Sector Buildings,N2O
S92000003,2014,Count,Mt Co2Equiv,6.00442E-4,Public Sector Buildings,N2O
S92000003,1999,Count,Mt Co2Equiv,0.102422392,Energy Supply,N2O
S92000003,2006,Count,Mt Co2Equiv,0.124721041,Energy Supply,N2O
S92000003,2003,Count,Mt Co2Equiv,0.1248658,Energy Supply,N2O
S92000003,2000,Count,Mt Co2Equiv,0.001606812,Public Sector Buildings,N2O
S92000003,1999,Count,Mt Co2Equiv,0.105116899,Forestry,N2O
S92000003,2000,Count,Mt Co2Equiv,0.068309744,Business and Industrial Process,N2O
S92000003,2012,Count,Mt Co2Equiv,0.085895636,Forestry,N2O
S92000003,2016,Count,Mt Co2Equiv,0.079254999,Forestry,N2O
S92000003,2001,Count,Mt Co2Equiv,0.105770608,Forestry,N2O
S92000003,2015,Count,Mt Co2Equiv,6.4543E-4,Public Sector Buildings,N2O
S92000003,2013,Count,Mt Co2Equiv,6.81997E-4,Public Sector Buildings,N2O
S92000003,2001,Count,Mt Co2Equiv,0.07057263,Business and Industrial Process,N2O
S92000003,2011,Count,Mt Co2Equiv,0.09291993,Energy Supply,N2O
S92000003,1990,Count,Mt Co2Equiv,0.129778237,Forestry,N2O
S92000003,2009,Count,Mt Co2Equiv,7.84012E-4,Public Sector Buildings,N2O
S92000003,2010,Count,Mt Co2Equiv,7.88304E-4,Public Sector Buildings,N2O
S92000003,2000,Count,Mt Co2Equiv,0.141201802,Energy Supply,N2O
S92000003,2005,Count,Mt Co2Equiv,4.848936015,Agriculture and Related Land Use,CH4
S92000003,1999,Count,Mt Co2Equiv,5.746524287,Waste Management,CH4
S92000003,1998,Count,Mt Co2Equiv,5.979031978,Waste Management,CH4
S92000003,2003,Count,Mt Co2Equiv,0.001521834,Forestry,CH4
S92000003,2003,Count,Mt Co2Equiv,0.618688061,Energy Supply,CH4
S92000003,1995,Count,Mt Co2Equiv,5.045868269,Agriculture and Related Land Use,CH4
S92000003,2004,Count,Mt Co2Equiv,0.641009346,Energy Supply,CH4
S92000003,2013,Count,Mt Co2Equiv,4.299305617,Agriculture and Related Land Use,CH4
S92000003,2000,Count,Mt Co2Equiv,1.049506706,Energy Supply,CH4
S92000003,2014,Count,Mt Co2Equiv,1.354532044,Waste Management,CH4
S92000003,2014,Count,Mt Co2Equiv,4.339626849,Agriculture and Related Land Use,CH4
S92000003,2017,Count,Mt Co2Equiv,2.30302E-4,International Aviation and Shipping,CH4
S92000003,2008,Count,Mt Co2Equiv,2.998811932,Waste Management,CH4
S92000003,2008,Count,Mt Co2Equiv,4.510149941,Agriculture and Related Land Use,CH4
S92000003,2012,Count,Mt Co2Equiv,0.002435823,Development,CH4
S92000003,2003,Count,Mt Co2Equiv,4.968955534,Waste Management,CH4
S92000003,2011,Count,Mt Co2Equiv,0.002963766,Development,CH4
S92000003,2009,Count,Mt Co2Equiv,4.44297754,Agriculture and Related Land Use,CH4
S92000003,2007,Count,Mt Co2Equiv,3.146904029,Waste Management,CH4
S92000003,2010,Count,Mt Co2Equiv,2.424241662,Waste Management,CH4
S92000003,1995,Count,Mt Co2Equiv,6.128706657,Waste Management,CH4
S92000003,1990,Count,Mt Co2Equiv,5.135717757,Agriculture and Related Land Use,CH4
S92000003,2000,Count,Mt Co2Equiv,5.618838909,Waste Management,CH4
S92000003,2012,Count,Mt Co2Equiv,0.002976396,Forestry,CH4
S92000003,1998,Count,Mt Co2Equiv,5.155187569,Agriculture and Related Land Use,CH4
S92000003,1995,Count,Mt Co2Equiv,0.004576518,Public Sector Buildings,CH4
S92000003,2017,Count,Mt Co2Equiv,0.004595283,Development,CH4
S92000003,2001,Count,Mt Co2Equiv,0.003931492,Public Sector Buildings,CH4
S92000003,2014,Count,Mt Co2Equiv,0.002282698,Public Sector Buildings,CH4
S92000003,2017,Count,Mt Co2Equiv,0.002400934,Public Sector Buildings,CH4
S92000003,2003,Count,Mt Co2Equiv,5.86585E-4,International Aviation and Shipping,CH4
S92000003,2012,Count,Mt Co2Equiv,0.002665724,Public Sector Buildings,CH4
S92000003,1998,Count,Mt Co2Equiv,6.44434E-4,Development,CH4
S92000003,2001,Count,Mt Co2Equiv,0.026266692,Business and Industrial Process,CH4
S92000003,1995,Count,Mt Co2Equiv,5.55652E-4,Development,CH4
S92000003,2000,Count,Mt Co2Equiv,0.00385684,Public Sector Buildings,CH4
S92000003,2002,Count,Mt Co2Equiv,0.003257756,Public Sector Buildings,CH4
S92000003,2011,Count,Mt Co2Equiv,2.288626863,Waste Management,CH4
S92000003,2013,Count,Mt Co2Equiv,0.004522141,Forestry,CH4
S92000003,2000,Count,Mt Co2Equiv,5.0290891,Agriculture and Related Land Use,CH4
S92000003,1999,Count,Mt Co2Equiv,1.085736537,Energy Supply,CH4
S92000003,2009,Count,Mt Co2Equiv,2.66980143,Waste Management,CH4
S92000003,2001,Count,Mt Co2Equiv,4.746043661,Agriculture and Related Land Use,CH4
S92000003,2015,Count,Mt Co2Equiv,0.002437374,Public Sector Buildings,CH4
S92000003,2003,Count,Mt Co2Equiv,0.002744836,Development,CH4
S92000003,2002,Count,Mt Co2Equiv,6.52068E-4,International Aviation and Shipping,CH4
S92000003,1999,Count,Mt Co2Equiv,5.066596173,Agriculture and Related Land Use,CH4
S92000003,2013,Count,Mt Co2Equiv,0.003289391,Development,CH4
S92000003,2012,Count,Mt Co2Equiv,0.509995861,Energy Supply,CH4
S92000003,2009,Count,Mt Co2Equiv,0.016585788,Transport (excluding international aviation and shipping),CH4
S92000003,2013,Count,Mt Co2Equiv,0.48724557,Energy Supply,CH4
S92000003,1999,Count,Mt Co2Equiv,8.84108E-4,International Aviation and Shipping,CH4
S92000003,2007,Count,Mt Co2Equiv,0.024925738,Transport (excluding international aviation and shipping),CH4
S92000003,2016,Count,Mt Co2Equiv,0.005615324,Development,CH4
S92000003,2008,Count,Mt Co2Equiv,0.022494681,Transport (excluding international aviation and shipping),CH4
S92000003,2003,Count,Mt Co2Equiv,0.035325318,Transport (excluding international aviation and shipping),CH4
S92000003,2009,Count,Mt Co2Equiv,0.01997803,Business and Industrial Process,CH4
S92000003,2008,Count,Mt Co2Equiv,0.025172969,Business and Industrial Process,CH4
S92000003,2000,Count,Mt Co2Equiv,6.3382E-4,Development,CH4
S92000003,2005,Count,Mt Co2Equiv,0.029492644,Transport (excluding international aviation and shipping),CH4
S92000003,2011,Count,Mt Co2Equiv,0.013243153,Transport (excluding international aviation and shipping),CH4
S92000003,2014,Count,Mt Co2Equiv,0.002122627,Development,CH4
S92000003,2009,Count,Mt Co2Equiv,0.002600139,Forestry,CH4
S92000003,2010,Count,Mt Co2Equiv,0,Forestry,CH4
S92000003,2010,Count,Mt Co2Equiv,0.014765848,Transport (excluding international aviation and shipping),CH4
S92000003,2017,Count,Mt Co2Equiv,0.009265925,Transport (excluding international aviation and shipping),CH4
S92000003,1999,Count,Mt Co2Equiv,3.67379E-4,Forestry,CH4
S92000003,2017,Count,Mt Co2Equiv,0.017569381,Business and Industrial Process,CH4
S92000003,1990,Count,Mt Co2Equiv,0.10024867,Transport (excluding international aviation and shipping),CH4
S92000003,2015,Count,Mt Co2Equiv,0.009483091,Transport (excluding international aviation and shipping),CH4
S92000003,2016,Count,Mt Co2Equiv,0.009004282,Transport (excluding international aviation and shipping),CH4
S92000003,1999,Count,Mt Co2Equiv,0.054567465,Transport (excluding international aviation and shipping),CH4
S92000003,2017,Count,Mt Co2Equiv,0.419239084,Energy Supply,CH4
S92000003,2010,Count,Mt Co2Equiv,4.490924692,Agriculture and Related Land Use,CH4
S92000003,2009,Count,Mt Co2Equiv,5.68184E-4,International Aviation and Shipping,CH4
S92000003,2001,Count,Mt Co2Equiv,1.132388561,Energy Supply,CH4
S92000003,2002,Count,Mt Co2Equiv,0.001387213,Forestry,CH4
S92000003,2004,Count,Mt Co2Equiv,4.346419572,Waste Management,CH4
S92000003,1998,Count,Mt Co2Equiv,0.00238517,Forestry,CH4
S92000003,2011,Count,Mt Co2Equiv,4.489189043,Agriculture and Related Land Use,CH4
S92000003,2006,Count,Mt Co2Equiv,3.527674972,Waste Management,CH4
S92000003,2007,Count,Mt Co2Equiv,4.731225692,Agriculture and Related Land Use,CH4
S92000003,1990,Count,Mt Co2Equiv,7.46961E-4,Forestry,CH4
S92000003,2012,Count,Mt Co2Equiv,4.444541286,Agriculture and Related Land Use,CH4
S92000003,2015,Count,Mt Co2Equiv,1.610295177,Waste Management,CH4
S92000003,2015,Count,Mt Co2Equiv,4.378757143,Agriculture and Related Land Use,CH4
S92000003,2005,Count,Mt Co2Equiv,3.942477798,Waste Management,CH4
S92000003,2016,Count,Mt Co2Equiv,4.346876306,Agriculture and Related Land Use,CH4
S92000003,2015,Count,Mt Co2Equiv,0.441354266,Energy Supply,CH4
S92000003,2004,Count,Mt Co2Equiv,0.004861995,Development,CH4
S92000003,2007,Count,Mt Co2Equiv,0.027673151,Business and Industrial Process,CH4
S92000003,2013,Count,Mt Co2Equiv,1.339451501,Waste Management,CH4
S92000003,2017,Count,Mt Co2Equiv,4.30456669,Agriculture and Related Land Use,CH4
S92000003,2012,Count,Mt Co2Equiv,1.939746051,Waste Management,CH4
S92000003,2016,Count,Mt Co2Equiv,0,Forestry,CH4
S92000003,2002,Count,Mt Co2Equiv,5.095277152,Waste Management,CH4
S92000003,2007,Count,Mt Co2Equiv,0.585887771,Energy Supply,CH4
S92000003,2015,Count,Mt Co2Equiv,0.013889078,Business and Industrial Process,CH4
S92000003,2007,Count,Mt Co2Equiv,0.003153603,Forestry,CH4
S92000003,2001,Count,Mt Co2Equiv,0.096900498,Residential,CH4
S92000003,2004,Count,Mt Co2Equiv,0.065982179,Residential,CH4
S92000003,1995,Count,Mt Co2Equiv,0.07453983,Transport (excluding international aviation and shipping),CH4
S92000003,2010,Count,Mt Co2Equiv,0.543789732,Energy Supply,CH4
S92000003,1995,Count,Mt Co2Equiv,1.850657952,Energy Supply,CH4
S92000003,2008,Count,Mt Co2Equiv,6.47711E-4,International Aviation and Shipping,CH4
S92000003,2005,Count,Mt Co2Equiv,0.059457511,Residential,CH4
S92000003,2016,Count,Mt Co2Equiv,0.015713545,Business and Industrial Process,CH4
S92000003,2008,Count,Mt Co2Equiv,0.574621135,Energy Supply,CH4
S92000003,2009,Count,Mt Co2Equiv,0.066182797,Residential,CH4
S92000003,2016,Count,Mt Co2Equiv,0.418722351,Energy Supply,CH4
S92000003,2000,Count,Mt Co2Equiv,0.097437929,Residential,CH4
S92000003,2008,Count,Mt Co2Equiv,0.003033208,Forestry,CH4
S92000003,1999,Count,Mt Co2Equiv,0.116490809,Residential,CH4
S92000003,2017,Count,Mt Co2Equiv,0.002164459,Forestry,CH4
S92000003,2013,Count,Mt Co2Equiv,0.029616125,Business and Industrial Process,CH4
S92000003,1998,Count,Mt Co2Equiv,0.059272141,Transport (excluding international aviation and shipping),CH4
S92000003,1990,Count,Mt Co2Equiv,1.970369414,Energy Supply,CH4
S92000003,2005,Count,Mt Co2Equiv,0.63699265,Energy Supply,CH4
S92000003,2002,Count,Mt Co2Equiv,0.077859182,Residential,CH4
S92000003,2005,Count,Mt Co2Equiv,0.003435303,Forestry,CH4
S92000003,2001,Count,Mt Co2Equiv,7.01296E-4,International Aviation and Shipping,CH4
S92000003,2012,Count,Mt Co2Equiv,0.072055162,Residential,CH4
S92000003,2011,Count,Mt Co2Equiv,0.568764276,Energy Supply,CH4
S92000003,2015,Count,Mt Co2Equiv,0,Forestry,CH4
S92000003,2014,Count,Mt Co2Equiv,0.026769665,Business and Industrial Process,CH4
S92000003,2011,Count,Mt Co2Equiv,0.067246425,Residential,CH4
S92000003,1998,Count,Mt Co2Equiv,1.47510499,Energy Supply,CH4
S92000003,2004,Count,Mt Co2Equiv,0.022724196,Business and Industrial Process,CH4
S92000003,2011,Count,Mt Co2Equiv,0.002374061,Forestry,CH4
S92000003,2006,Count,Mt Co2Equiv,0.587300135,Energy Supply,CH4
S92000003,2006,Count,Mt Co2Equiv,0.058278255,Residential,CH4
S92000003,2000,Count,Mt Co2Equiv,0.023239247,Business and Industrial Process,CH4
S92000003,2013,Count,Mt Co2Equiv,0.076664257,Residential,CH4
S92000003,2002,Count,Mt Co2Equiv,0.001070983,Development,CH4
S92000003,2017,Count,Mt Co2Equiv,0.073608532,Residential,CH4
S92000003,1990,Count,Mt Co2Equiv,0.001267664,International Aviation and Shipping,CH4
S92000003,2005,Count,Mt Co2Equiv,0.02937173,Business and Industrial Process,CH4
S92000003,2007,Count,Mt Co2Equiv,0.059840384,Residential,CH4
S92000003,2016,Count,Mt Co2Equiv,2.79443E-4,International Aviation and Shipping,CH4
S92000003,2010,Count,Mt Co2Equiv,0.074925236,Residential,CH4
S92000003,2004,Count,Mt Co2Equiv,0.001587057,Forestry,CH4
S92000003,2014,Count,Mt Co2Equiv,0.06901237,Residential,CH4
S92000003,2008,Count,Mt Co2Equiv,0.065563585,Residential,CH4
S92000003,2014,Count,Mt Co2Equiv,4.29906E-4,International Aviation and Shipping,CH4
S92000003,2016,Count,Mt Co2Equiv,0.074611125,Residential,CH4
S92000003,1999,Count,Mt Co2Equiv,0.022234165,Business and Industrial Process,CH4
S92000003,2013,Count,Mt Co2Equiv,4.17569E-4,International Aviation and Shipping,CH4
S92000003,2003,Count,Mt Co2Equiv,0.003212052,Public Sector Buildings,CH4
S92000003,2007,Count,Mt Co2Equiv,0.001467706,Development,CH4
S92000003,1998,Count,Mt Co2Equiv,0.019597203,Business and Industrial Process,CH4
S92000003,2005,Count,Mt Co2Equiv,0.003432206,Public Sector Buildings,CH4
S92000003,1995,Count,Mt Co2Equiv,0.023755492,Business and Industrial Process,CH4
S92000003,1998,Count,Mt Co2Equiv,0.001057397,International Aviation and Shipping,CH4
S92000003,2004,Count,Mt Co2Equiv,0.003458367,Public Sector Buildings,CH4
S92000003,2009,Count,Mt Co2Equiv,0.001658469,Development,CH4
S92000003,2008,Count,Mt Co2Equiv,0.001513109,Development,CH4
S92000003,2006,Count,Mt Co2Equiv,3.76676E-4,Development,CH4
S92000003,2006,Count,Mt Co2Equiv,6.34394E-4,International Aviation and Shipping,CH4
S92000003,2002,Count,Mt Co2Equiv,0.032011532,Business and Industrial Process,CH4
S92000003,1990,Count,Mt Co2Equiv,4.22001E-4,Development,CH4
S92000003,2013,Count,Mt Co2Equiv,0.002659933,Public Sector Buildings,CH4
S92000003,2009,Count,Mt Co2Equiv,0.00267018,Public Sector Buildings,CH4
S92000003,2015,Count,Mt Co2Equiv,0.072845669,Residential,CH4
S92000003,2015,Count,Mt Co2Equiv,0.001950827,Development,CH4
S92000003,2015,Count,Mt Co2Equiv,3.21419E-4,International Aviation and Shipping,CH4
S92000003,2010,Count,Mt Co2Equiv,0.002849732,Public Sector Buildings,CH4
S92000003,2003,Count,Mt Co2Equiv,0.026688062,Business and Industrial Process,CH4
S92000003,2016,Count,Mt Co2Equiv,0.002493843,Public Sector Buildings,CH4
S92000003,2011,Count,Mt Co2Equiv,0.002383891,Public Sector Buildings,CH4
S92000003,2006,Count,Mt Co2Equiv,0.003775134,Forestry,CH4
S92000003,2006,Count,Mt Co2Equiv,0.025526734,Business and Industrial Process,CH4
S92000003,1995,Count,Mt Co2Equiv,0.129160085,Residential,CH4
S92000003,2007,Count,Mt Co2Equiv,0.002881037,Public Sector Buildings,CH4
S92000003,2005,Count,Mt Co2Equiv,5.96982E-4,International Aviation and Shipping,CH4
S92000003,2006,Count,Mt Co2Equiv,0.003095126,Public Sector Buildings,CH4
S92000003,2009,Count,Mt Co2Equiv,0.5476429,Energy Supply,CH4
S92000003,1998,Count,Mt Co2Equiv,0.114249849,Residential,CH4
S92000003,2000,Count,Mt Co2Equiv,8.12643E-4,International Aviation and Shipping,CH4
S92000003,2003,Count,Mt Co2Equiv,0.069758852,Residential,CH4
S92000003,1990,Count,Mt Co2Equiv,0.231853974,Residential,CH4
S92000003,1999,Count,Mt Co2Equiv,0.00102271,Development,CH4
S92000003,1990,Count,Mt Co2Equiv,0.026682116,Business and Industrial Process,CH4
S92000003,1998,Count,Mt Co2Equiv,0.004260554,Public Sector Buildings,CH4
S92000003,1990,Count,Mt Co2Equiv,0.004437361,Public Sector Buildings,CH4
S92000003,2012,Count,Mt Co2Equiv,4.5828E-4,International Aviation and Shipping,CH4
S92000003,1995,Count,Mt Co2Equiv,8.40959E-4,International Aviation and Shipping,CH4
S92000003,2010,Count,Mt Co2Equiv,4.87251E-4,International Aviation and Shipping,CH4
S92000003,2008,Count,Mt Co2Equiv,0.002990847,Public Sector Buildings,CH4
S92000003,2004,Count,Mt Co2Equiv,5.79675E-4,International Aviation and Shipping,CH4
S92000003,2010,Count,Mt Co2Equiv,0.003332694,Development,CH4
S92000003,1999,Count,Mt Co2Equiv,0.004163341,Public Sector Buildings,CH4
S92000003,2011,Count,Mt Co2Equiv,5.18713E-4,International Aviation and Shipping,CH4
S92000003,2001,Count,Mt Co2Equiv,4.13733E-4,Development,CH4
S92000003,2017,Count,Mt Co2Equiv,1.854437756,International Aviation and Shipping,CO2
S92000003,1998,Count,Mt Co2Equiv,1.726161927,International Aviation and Shipping,CO2
S92000003,2005,Count,Mt Co2Equiv,1.594518544,International Aviation and Shipping,CO2
S92000003,1990,Count,Mt Co2Equiv,1.290106471,International Aviation and Shipping,CO2
S92000003,2013,Count,Mt Co2Equiv,1.522946323,International Aviation and Shipping,CO2
S92000003,1995,Count,Mt Co2Equiv,1.461729297,International Aviation and Shipping,CO2
S92000003,1995,Count,Mt Co2Equiv,1.800276897,Public Sector Buildings,CO2
S92000003,2000,Count,Mt Co2Equiv,1.408146557,International Aviation and Shipping,CO2
S92000003,1998,Count,Mt Co2Equiv,1.765023006,Public Sector Buildings,CO2
S92000003,2016,Count,Mt Co2Equiv,1.803111021,International Aviation and Shipping,CO2
S92000003,2008,Count,Mt Co2Equiv,1.759552995,International Aviation and Shipping,CO2
S92000003,1999,Count,Mt Co2Equiv,1.561108243,International Aviation and Shipping,CO2
S92000003,2008,Count,Mt Co2Equiv,7.209636474,Residential,CO2
S92000003,2009,Count,Mt Co2Equiv,6.926887349,Residential,CO2
S92000003,2007,Count,Mt Co2Equiv,7.012413097,Residential,CO2
S92000003,1999,Count,Mt Co2Equiv,7.669264629,Residential,CO2
S92000003,2000,Count,Mt Co2Equiv,7.535040511,Residential,CO2
S92000003,1998,Count,Mt Co2Equiv,7.750975699,Residential,CO2
S92000003,2003,Count,Mt Co2Equiv,1.312588171,International Aviation and Shipping,CO2
S92000003,2006,Count,Mt Co2Equiv,7.230309661,Residential,CO2
S92000003,2014,Count,Mt Co2Equiv,1.620941481,International Aviation and Shipping,CO2
S92000003,2014,Count,Mt Co2Equiv,5.704890288,Residential,CO2
S92000003,2013,Count,Mt Co2Equiv,6.82221725,Residential,CO2
S92000003,2005,Count,Mt Co2Equiv,7.432292816,Residential,CO2
S92000003,1995,Count,Mt Co2Equiv,0.031690378,Waste Management,CO2
S92000003,1990,Count,Mt Co2Equiv,0.044892572,Waste Management,CO2
S92000003,2014,Count,Mt Co2Equiv,12.05033996,Transport (excluding international aviation and shipping),CO2
S92000003,1998,Count,Mt Co2Equiv,0.018031845,Waste Management,CO2
S92000003,1999,Count,Mt Co2Equiv,0.018405765,Waste Management,CO2
S92000003,2010,Count,Mt Co2Equiv,0.008435444,Waste Management,CO2
S92000003,2017,Count,Mt Co2Equiv,0.006893824,Waste Management,CO2
S92000003,2001,Count,Mt Co2Equiv,0.01914895,Waste Management,CO2
S92000003,2003,Count,Mt Co2Equiv,0.01654024,Waste Management,CO2
S92000003,2001,Count,Mt Co2Equiv,13.75376488,Transport (excluding international aviation and shipping),CO2
S92000003,2013,Count,Mt Co2Equiv,11.9363109,Transport (excluding international aviation and shipping),CO2
S92000003,2016,Count,Mt Co2Equiv,0.006864384,Waste Management,CO2
S92000003,2002,Count,Mt Co2Equiv,1.428641905,Public Sector Buildings,CO2
S92000003,1999,Count,Mt Co2Equiv,1.743334495,Public Sector Buildings,CO2
S92000003,2004,Count,Mt Co2Equiv,1.548871452,Public Sector Buildings,CO2
S92000003,2000,Count,Mt Co2Equiv,1.640264782,Public Sector Buildings,CO2
S92000003,1990,Count,Mt Co2Equiv,1.680845614,Public Sector Buildings,CO2
S92000003,2001,Count,Mt Co2Equiv,1.678508469,Public Sector Buildings,CO2
S92000003,2007,Count,Mt Co2Equiv,1.276296862,Public Sector Buildings,CO2
S92000003,2003,Count,Mt Co2Equiv,1.423752563,Public Sector Buildings,CO2
S92000003,2000,Count,Mt Co2Equiv,0.018763837,Waste Management,CO2
S92000003,2008,Count,Mt Co2Equiv,1.328486981,Public Sector Buildings,CO2
S92000003,2005,Count,Mt Co2Equiv,1.522842831,Public Sector Buildings,CO2
S92000003,2006,Count,Mt Co2Equiv,1.375290129,Public Sector Buildings,CO2
S92000003,2000,Count,Mt Co2Equiv,5.259307154,Agriculture and Related Land Use,CO2
S92000003,1998,Count,Mt Co2Equiv,5.205287506,Agriculture and Related Land Use,CO2
S92000003,1990,Count,Mt Co2Equiv,5.315008694,Agriculture and Related Land Use,CO2
S92000003,2016,Count,Mt Co2Equiv,6.954227389,Energy Supply,CO2
S92000003,2001,Count,Mt Co2Equiv,5.073808196,Agriculture and Related Land Use,CO2
S92000003,2017,Count,Mt Co2Equiv,5.556252619,Energy Supply,CO2
S92000003,2004,Count,Mt Co2Equiv,1.872928675,Development,CO2
S92000003,2010,Count,Mt Co2Equiv,7.921395271,Business and Industrial Process,CO2
S92000003,2013,Count,Mt Co2Equiv,1.801318715,Development,CO2
S92000003,2014,Count,Mt Co2Equiv,1.757564154,Development,CO2
S92000003,2011,Count,Mt Co2Equiv,1.791338215,Development,CO2
S92000003,2016,Count,Mt Co2Equiv,1.884435409,Development,CO2
S92000003,1995,Count,Mt Co2Equiv,5.477144741,Agriculture and Related Land Use,CO2
S92000003,1990,Count,Mt Co2Equiv,13.65968801,Business and Industrial Process,CO2
S92000003,2015,Count,Mt Co2Equiv,1.750458243,Development,CO2
S92000003,2014,Count,Mt Co2Equiv,7.228489225,Business and Industrial Process,CO2
S92000003,1998,Count,Mt Co2Equiv,10.57642543,Business and Industrial Process,CO2
S92000003,2013,Count,Mt Co2Equiv,7.784455553,Business and Industrial Process,CO2
S92000003,1990,Count,Mt Co2Equiv,1.762892507,Development,CO2
S92000003,1995,Count,Mt Co2Equiv,1.74282241,Development,CO2
S92000003,1995,Count,Mt Co2Equiv,24.79316672,Energy Supply,CO2
S92000003,2017,Count,Mt Co2Equiv,1.84628612,Development,CO2
S92000003,1998,Count,Mt Co2Equiv,1.735389224,Development,CO2
S92000003,2005,Count,Mt Co2Equiv,4.371636388,Agriculture and Related Land Use,CO2
S92000003,2014,Count,Mt Co2Equiv,1.02062842,Public Sector Buildings,CO2
S92000003,2013,Count,Mt Co2Equiv,1.19593333,Public Sector Buildings,CO2
S92000003,2015,Count,Mt Co2Equiv,1.087122679,Public Sector Buildings,CO2
S92000003,2015,Count,Mt Co2Equiv,5.871569498,Residential,CO2
S92000003,2016,Count,Mt Co2Equiv,6.084160634,Residential,CO2
S92000003,2017,Count,Mt Co2Equiv,5.820279097,Residential,CO2
S92000003,2010,Count,Mt Co2Equiv,7.760071644,Residential,CO2
S92000003,2011,Count,Mt Co2Equiv,6.248347669,Residential,CO2
S92000003,2012,Count,Mt Co2Equiv,6.783317463,Residential,CO2
S92000003,2016,Count,Mt Co2Equiv,1.114271607,Public Sector Buildings,CO2
S92000003,2010,Count,Mt Co2Equiv,1.2735339,Public Sector Buildings,CO2
S92000003,2017,Count,Mt Co2Equiv,1.074252925,Public Sector Buildings,CO2
S92000003,2009,Count,Mt Co2Equiv,1.745883287,Development,CO2
S92000003,2004,Count,Mt Co2Equiv,4.555213684,Agriculture and Related Land Use,CO2
S92000003,2008,Count,Mt Co2Equiv,1.742049065,Development,CO2
S92000003,2010,Count,Mt Co2Equiv,1.806035226,Development,CO2
S92000003,2012,Count,Mt Co2Equiv,1.770893484,Development,CO2
S92000003,2006,Count,Mt Co2Equiv,4.225329601,Agriculture and Related Land Use,CO2
S92000003,2009,Count,Mt Co2Equiv,1.191632194,Public Sector Buildings,CO2
S92000003,2011,Count,Mt Co2Equiv,1.055808774,Public Sector Buildings,CO2
S92000003,2012,Count,Mt Co2Equiv,1.19103007,Public Sector Buildings,CO2
S92000003,2007,Count,Mt Co2Equiv,1.74204929,Development,CO2
S92000003,2002,Count,Mt Co2Equiv,4.778191408,Agriculture and Related Land Use,CO2
S92000003,2003,Count,Mt Co2Equiv,4.872733137,Agriculture and Related Land Use,CO2
S92000003,1998,Count,Mt Co2Equiv,-9.256313469,Forestry,CO2
S92000003,2013,Count,Mt Co2Equiv,-9.841704597,Forestry,CO2
S92000003,2006,Count,Mt Co2Equiv,1.678514534,International Aviation and Shipping,CO2
S92000003,2001,Count,Mt Co2Equiv,-10.09615643,Forestry,CO2
S92000003,2005,Count,Mt Co2Equiv,-10.4781442,Forestry,CO2
S92000003,2014,Count,Mt Co2Equiv,-9.777204732,Forestry,CO2
S92000003,2002,Count,Mt Co2Equiv,0.756072215,Energy Supply,CH4
S92000003,2013,Count,Mt Co2Equiv,0.010637898,Transport (excluding international aviation and shipping),CH4
S92000003,2012,Count,Mt Co2Equiv,0.011939688,Transport (excluding international aviation and shipping),CH4
S92000003,2009,Count,Mt Co2Equiv,1.613574825,International Aviation and Shipping,CO2
S92000003,2012,Count,Mt Co2Equiv,1.44723309,International Aviation and Shipping,CO2
S92000003,2007,Count,Mt Co2Equiv,1.727492371,International Aviation and Shipping,CO2
S92000003,2000,Count,Mt Co2Equiv,-9.87684597,Forestry,CO2
S92000003,2002,Count,Mt Co2Equiv,-10.2141914,Forestry,CO2
S92000003,2012,Count,Mt Co2Equiv,-9.909108892,Forestry,CO2
S92000003,2002,Count,Mt Co2Equiv,1.372373829,International Aviation and Shipping,CO2
S92000003,2004,Count,Mt Co2Equiv,-10.44048218,Forestry,CO2
S92000003,2015,Count,Mt Co2Equiv,1.686696725,International Aviation and Shipping,CO2
S92000003,1999,Count,Mt Co2Equiv,-9.522316198,Forestry,CO2
S92000003,1995,Count,Mt Co2Equiv,-8.454462102,Forestry,CO2
S92000003,2009,Count,Mt Co2Equiv,-10.57017076,Forestry,CO2
S92000003,1990,Count,Mt Co2Equiv,-7.209160158,Forestry,CO2
S92000003,2016,Count,Mt Co2Equiv,-9.78279054,Forestry,CO2
S92000003,2015,Count,Mt Co2Equiv,-9.671912466,Forestry,CO2
S92000003,2000,Count,Mt Co2Equiv,0.001429758,Forestry,CH4
S92000003,2001,Count,Mt Co2Equiv,0.043341261,Transport (excluding international aviation and shipping),CH4
S92000003,2002,Count,Mt Co2Equiv,0.039710366,Transport (excluding international aviation and shipping),CH4
S92000003,2003,Count,Mt Co2Equiv,4.787072448,Agriculture and Related Land Use,CH4
S92000003,2016,Count,Mt Co2Equiv,1.522152851,Waste Management,CH4
S92000003,2014,Count,Mt Co2Equiv,0.462864171,Energy Supply,CH4
S92000003,2004,Count,Mt Co2Equiv,0.031958378,Transport (excluding international aviation and shipping),CH4
S92000003,2004,Count,Mt Co2Equiv,4.801214007,Agriculture and Related Land Use,CH4
S92000003,2005,Count,Mt Co2Equiv,0.004309466,Development,CH4
S92000003,2017,Count,Mt Co2Equiv,1.562622777,Waste Management,CH4
S92000003,1990,Count,Mt Co2Equiv,5.911706162,Waste Management,CH4
